id,minN,minE,maxN,maxE,byteOffset,vertexCount
695,6500674,481994,6529584,506186,1727440,1478
696,6189872,387888,6195692,396330,1739264,142
696,6187468,388002,6188362,388912,1740400,8
697,6535186,502316,6550232,516960,1740464,273
698,6135224,379408,6140436,386100,1742648,168
699,6549486,492872,6556968,498880,1743992,332
700,6628612,705626,6632298,712172,1746648,124
701,6605036,657960,6612916,665390,1747640,235
702,6571902,676777,6582166,690174,1749520,144
703,6522674,650518,6550792,657426,1750672,96
704,6583926,711366,6605074,748324,1751440,71
705,6535572,674928,6552060,688732,1752008,55
706,6581434,641150,6592086,650700,1752448,47
707,6567996,528458,6588020,549066,1752824,182
708,6606962,669826,6615032,673914,1754280,132
708,6608618,671760,6608810,671894,1755336,5
709,6165444,380802,6169386,385878,1755376,146
710,6194912,381412,6203244,393634,1756544,228
711,6559188,510146,6566368,520378,1758368,224
712,6629458,701090,6634980,705938,1760160,114
713,6569102,502322,6576480,506170,1761072,87
714,6162170,419626,6174132,429644,1761768,365
714,6160880,423256,6161934,423844,1764688,11
715,6191378,366976,6194860,372470,1764776,291
716,6592156,466274,6627000,487280,1767104,593
717,6203798,409310,6212204,417090,1771848,239
718,6571482,517474,6584828,530346,1773760,339
718,6578528,525760,6579302,526320,1776472,59
718,6580442,527494,6581218,528154,1776944,12
718,6579252,527606,6579452,527846,1777040,12
718,6584912,520262,6585150,520386,1777136,10
719,6195778,376318,6200626,379588,1777216,68
720,6515792,458874,6541908,475730,1777760,435
721,6148338,418452,6156092,427004,1781240,276
722,6585144,521060,6611482,541512,1783448,810
723,6152284,413702,6164714,424188,1789928,619
724,6586772,508054,6597068,520638,1794880,654
725,6163762,415240,6170078,421826,1800112,187
726,6547824,511444,6561158,520494,1801608,313
727,6609652,697784,6626118,720708,1804112,237
727,6612824,702104,6613160,702394,1806008,10
728,6590634,639500,6603414,650088,1806088,74
729,6612682,664736,6613222,665142,1806680,14
729,6611764,664770,6612416,665154,1806792,19
729,6614088,665876,6620664,674528,1806944,129
729,6616292,666208,6616856,666946,1807976,7
730,6575434,658054,6583322,668194,1808032,81
731,6630840,692806,6642326,702564,1808680,255
732,6590140,697894,6610798,726540,1810720,145
733,6580450,674528,6588162,687690,1811880,45
734,6147594,376106,6152616,379888,1812240,82
735,6549026,486288,6560794,496960,1812896,391
735,6554944,485442,6555568,486074,1816024,17
736,6612444,679218,6621470,690986,1816160,276
736,6614626,685672,6614834,685888,1818368,23
737,6135390,390872,6142508,394252,1818552,103
738,6562624,460482,6575678,478044,1819376,268
740,6518624,518484,6539257,534222,1821520,306
741,6172536,390238,6179986,400872,1823968,382
742,6577498,507574,6589768,520638,1827024,569
742,6584912,520262,6585150,520386,1831576,10
744,6537324,520660,6560826,539526,1831656,579
745,6194306,413230,6202520,423496,1836288,319
746,6186222,379308,6189786,383986,1838840,61
747,6609878,405458,6631646,426254,1839328,752
747,6627026,416858,6627692,417538,1845344,17
748,6614866,395822,6629962,409152,1845480,415
749,6163610,381886,6166258,385412,1848800,312
750,6196460,362732,6199222,366536,1851296,68
751,6577480,420882,6595420,432470,1851840,422
751,6595292,427960,6598912,430862,1855216,53
752,6674866,361872,6702908,384898,1855640,279
753,6143410,402854,6148198,406412,1857872,101
753,6143502,404604,6143538,404658,1858680,5
754,6585290,654970,6595296,664500,1858720,133
755,6567092,689100,6579584,708740,1859784,106
756,6535778,639742,6549398,651982,1860632,183
757,6654776,697130,6675030,710434,1862096,271
758,6604392,641852,6615326,651578,1864264,185
759,6604372,646132,6611476,656532,1865744,101
760,6608432,656532,6619418,666214,1866552,251
760,6616292,666208,6616856,666946,1868560,7
761,6606882,314826,6625110,331920,1868616,1101
762,6622948,695722,6631978,703126,1877424,224
763,6539638,388704,6550322,399778,1879216,64
764,6559696,662768,6575748,681710,1879728,241
764,6564890,678140,6565028,678252,1881656,8
765,6567012,427842,6594978,451782,1881720,1093
766,6590192,542470,6601646,551148,1890464,140
767,6610616,530660,6627888,548786,1891584,877
768,6654116,615194,6670648,629056,1898600,219
768,6666214,627504,6666486,627776,1900352,9
769,6622234,572022,6635162,584208,1900424,185
769,6630122,582360,6630200,582472,1901904,14
769,6630346,583566,6630584,584206,1902016,9
770,6613118,543276,6640040,556066,1902088,248
771,6626982,567580,6642772,581240,1904072,248
771,6636846,580954,6636914,581006,1906056,7
772,6638412,537852,6657004,552232,1906112,283
773,6652776,594130,6667834,606506,1908376,288
773,6661650,602986,6661808,603176,1910680,21
773,6660072,605398,6660180,605512,1910848,5
774,6583794,651222,6591312,656874,1910888,119
774,6589910,650220,6590280,650510,1911840,16
775,6597936,573718,6612504,583392,1911968,381
776,6585450,549190,6594064,558992,1915016,408
777,6604372,597516,6621436,607928,1918280,492
778,6604902,560600,6621366,568290,1922216,182
780,6569222,505496,6575496,512930,1923672,165
780,6570414,512860,6574560,516364,1924992,33
781,6582226,520276,6588426,529296,1925256,189
782,6559908,493872,6573278,503648,1926768,424
783,6560612,628086,6572862,635064,1930160,113
784,6562476,644358,6570028,649064,1931064,83
785,6639174,699624,6655502,718668,1931728,365
785,6648022,715342,6648242,715716,1934648,17
785,6647876,715870,6648198,716160,1934784,13
785,6648038,716350,6648308,716532,1934888,12
786,6578730,649998,6586604,658970,1934984,184
787,6583796,667694,6585190,669464,1936456,32
788,6589820,649016,6599896,658436,1936712,66
789,6579904,481888,6595182,498816,1937240,169
790,6581138,658046,6592184,670668,1938592,166
790,6586604,656758,6586858,656874,1939920,4
791,6536750,481018,6549894,501996,1939952,330
791,6540424,482504,6542506,483952,1942592,21
791,6538026,482848,6539978,483742,1942760,17
791,6538936,481842,6539982,482564,1942896,14
792,6558590,500984,6568162,505528,1943008,117
793,6555540,485030,6555794,485448,1943944,17
793,6542920,482662,6555130,491270,1944080,84
794,6567886,486402,6583166,503042,1944752,601
795,6507174,469310,6526360,482134,1949560,206
796,6528744,513332,6547448,535674,1951208,342
797,6558032,521492,6574766,546642,1953944,440
798,6531738,499858,6531892,499950,1957464,13
798,6530578,483076,6541338,500130,1957568,445
799,6543974,515206,6560052,526870,1961128,278
801,6525760,655720,6557276,671112,1963352,191
802,6581748,668214,6588422,673778,1964880,130
803,6588924,659984,6599068,670792,1965920,151
806,6576194,653112,6582770,659636,1967128,115
807,6624230,676580,6624360,676784,1968048,5
807,6626426,669300,6626504,669602,1968088,5
807,6617460,669502,6626802,677516,1968128,297
808,6618016,692258,6633274,698116,1970504,273
809,6540618,467730,6554172,485218,1972688,204
811,6670168,698814,6689692,719396,1974320,56
812,6571174,514822,6580024,521522,1974768,154
813,6610554,651060,6613448,654568,1976000,21
814,6605962,504590,6648774,531156,1976168,1080
814,6632980,524454,6633568,525084,1984808,15
815,6538284,459290,6570468,475000,1984928,475
815,6552496,462308,6552698,462446,1988728,13
816,6559056,517272,6567168,524450,1988832,219
818,6558960,504454,6567074,510490,1990584,138
819,6545040,531742,6565994,546348,1991688,272
820,6625576,485386,6663782,512750,1993864,328
820,6626180,502056,6626922,502598,1996488,28
823,6563138,646030,6576132,659836,1996712,170
824,6614006,686190,6625094,694588,1998072,151
825,6615910,717598,6636314,755234,1999280,128
827,6603686,694620,6612310,707330,2000304,140
827,6611774,697078,6611834,697126,2001424,6
832,6587452,556820,6594850,564340,2001472,86
834,6579180,555558,6591548,566890,2002160,241
835,6625320,587740,6639290,595190,2004088,365
836,6592248,536422,6616622,553228,2007008,331
837,6591106,564036,6608518,573414,2009656,200
838,6629892,577896,6652808,589892,2011256,565
838,6645804,582978,6646742,583680,2015776,65
838,6650218,578192,6650758,578604,2016296,34
838,6636846,580954,6636914,581006,2016568,7
839,6644860,554010,6662482,567296,2016624,341
839,6659494,566110,6660132,566698,2019352,37
840,6600438,590900,6610870,599866,2019648,73
841,6662810,615354,6662924,615408,2020232,12
841,6660072,605398,6660180,605512,2020328,5
841,6662886,615520,6663004,615694,2020368,17
841,6661858,615736,6662084,615898,2020504,20
841,6660656,616762,6660988,616876,2020664,12
841,6661084,616448,6661354,616868,2020760,41
841,6661102,616132,6661190,616242,2021088,23
841,6652632,602924,6664048,618036,2021272,306
841,6662714,615358,6662798,615430,2023720,23
842,6613386,587388,6620008,594124,2023904,159
845,6360534,693306,6361838,694874,2025176,58
845,6359920,690362,6361826,691470,2025640,16
845,6361656,690328,6367942,699580,2025768,103
845,6361490,694410,6361766,694616,2026592,11
845,6366922,698028,6367592,698884,2026680,34
846,6381260,713716,6390608,720118,2026952,59
850,6374002,694254,6381082,700854,2027424,100
850,6371718,698972,6372434,699582,2028224,11
851,6346240,700264,6351702,708510,2028312,68
851,6349598,706456,6350102,707004,2028856,7
851,6357742,702322,6360174,702940,2028912,22
851,6356302,695762,6357154,696428,2029088,5
852,6401108,728410,6413100,739202,2029128,39
852,6404774,735490,6406868,736474,2029440,20
852,6406972,728804,6407384,729264,2029600,8
853,6394946,714254,6396006,715382,2029664,11
853,6396600,713242,6404474,721266,2029752,47
853,6395808,713540,6397426,715874,2030128,25
853,6396498,714766,6396556,714824,2030328,6
854,6390384,699062,6395370,708788,2030376,85
855,6360966,696404,6370436,708236,2031056,138
855,6363306,699688,6364274,700804,2032160,5
855,6366922,698028,6367592,698884,2032200,34
856,6345102,697948,6345926,698532,2032472,9
856,6336058,694414,6345762,703742,2032544,74
857,6408680,712162,6421798,725246,2033136,48
858,6317258,697648,6317550,697936,2033520,4
858,6314758,697910,6322482,704822,2033552,48
858,6318952,700788,6319224,701064,2033936,5
858,6316904,700826,6316982,701340,2033976,5
858,6317080,699934,6317220,700114,2034016,5
859,6377436,709626,6377908,710114,2034056,18
859,6377742,708992,6377982,709320,2034200,7
859,6374496,712984,6375288,713612,2034256,10
859,6377336,712656,6377760,713356,2034336,12
859,6377744,713118,6378810,713900,2034432,21
859,6374822,715596,6375694,716266,2034600,11
859,6376268,707274,6382320,713234,2034688,100
861,6420160,714564,6427250,724250,2035488,29
862,6336580,689746,6347832,700790,2035720,58
862,6345102,697948,6345926,698532,2036184,9
863,6364650,704042,6372468,708656,2036256,60
863,6367470,706546,6368114,707464,2036736,9
863,6369912,705290,6370326,705838,2036808,7
863,6368340,710864,6368696,711454,2036864,12
864,6331210,699536,6339414,711698,2036960,32
864,6359128,704710,6359440,705062,2037216,5
864,6360322,701106,6361484,701554,2037256,18
865,6381674,717536,6393006,728754,2037400,80
867,6356570,712198,6366518,719284,2038040,86
867,6357564,717640,6357854,718026,2038728,10
867,6357998,717146,6358278,717536,2038808,5
867,6365582,717752,6366286,718980,2038848,11
868,6381708,711522,6381912,711794,2038936,7
868,6373808,712420,6382754,717844,2038992,104
868,6379152,713288,6379830,714016,2039824,7
869,6364070,723888,6373870,731938,2039880,102
869,6365432,727052,6367884,727878,2040696,10
869,6372318,729302,6372648,729572,2040776,6
869,6371512,725150,6373680,728364,2040824,19
869,6366550,732758,6368546,734198,2040976,17
870,6417024,738830,6436752,758042,2041112,19
870,6473658,743734,6481160,753138,2041264,18
871,6356028,690110,6363384,699662,2041408,107
871,6360534,693306,6361838,694874,2042264,58
871,6359028,692328,6359442,692758,2042728,5
871,6361490,694410,6361766,694616,2042768,11
872,6387964,705922,6388280,706244,2042856,8
872,6384478,697178,6392044,705594,2042920,97
873,6396498,714766,6396556,714824,2043696,6
873,6391548,707864,6397954,715936,2043744,107
874,6417396,725838,6427896,739564,2044600,74
874,6418350,726058,6418922,726490,2045192,22
875,6327860,699160,6333738,704340,2045368,14
876,6347814,698902,6355582,704134,2045480,52
876,6356714,699400,6359906,701440,2045896,79
876,6359512,702422,6361262,703152,2046528,15
877,6357998,717146,6358278,717536,2046648,5
877,6357198,705386,6365382,715158,2046688,33
877,6363670,709096,6364460,709876,2046952,17
878,6373342,686782,6373854,687262,2047088,8
878,6372072,686940,6381186,695336,2047152,219
878,6373164,693134,6373514,693366,2048904,8
879,6387800,699016,6392648,709550,2048968,84
879,6389492,708286,6390042,708714,2049640,10
880,6359028,692328,6359442,692758,2049720,5
880,6355384,683636,6357344,685216,2049760,13
880,6352136,678014,6354102,680270,2049864,15
880,6348678,686044,6357038,695896,2049984,38
881,6389492,708286,6390042,708714,2050288,10
881,6386272,708442,6392250,714130,2050368,30
882,6337362,702718,6343468,710002,2050608,41
883,6379686,707536,6387598,714256,2050936,55
883,6373824,715926,6374904,716576,2051376,8
884,6393382,714942,6398178,723668,2051440,54
884,6394908,719348,6395652,720102,2051872,8
885,6364630,708006,6370736,715924,2051936,55
886,6359172,705440,6359574,705900,2052376,5
886,6347112,716280,6347822,717250,2052416,6
886,6349598,706456,6350102,707004,2052464,7
886,6343928,707730,6353534,716404,2052520,113
887,6414440,733368,6423882,746510,2053424,57
888,6402990,704528,6404212,706076,2053880,9
888,6394540,702608,6400982,709536,2053952,51
889,6392010,721230,6402900,731692,2054360,40
889,6393928,724122,6394240,724580,2054680,5
890,6375526,709038,6376514,709750,2054720,20
890,6376680,712558,6377596,713770,2054880,13
890,6376878,701840,6380384,707334,2054984,61
890,6373164,703110,6373936,703838,2055472,11
891,6315264,480154,6322154,485668,2055560,280
892,6296776,404702,6297042,404874,2057800,25
892,6295052,406306,6308560,420430,2058000,347
893,6278782,416386,6289610,428782,2060776,172
894,6273790,497400,6291332,508630,2062152,467
895,6323026,503852,6343950,525642,2065888,1278
895,6324140,524762,6324170,524820,2076112,13
895,6324052,524786,6324078,524818,2076216,8
896,6313153,470098,6330312,478112,2076280,466
897,6311744,459362,6327610,465360,2080008,502
897,6315604,465410,6316346,466018,2084024,32
898,6251976,404498,6266246,424222,2084280,644
899,6300922,429064,6301072,429278,2089432,5
899,6301062,428926,6301176,429088,2089472,5
899,6300956,429104,6301088,429280,2089512,5
899,6301080,428948,6301203,429126,2089552,5
899,6295818,428814,6304508,440146,2089592,447
899,6299828,431274,6300314,432046,2093168,21
899,6299614,431112,6299926,431612,2093336,9
899,6300396,428330,6300922,429074,2093408,31
899,6301000,428964,6301236,429282,2093656,6
900,6273108,514070,6290502,526026,2093704,787
901,6263498,505362,6264268,505936,2100000,50
901,6269518,501422,6271546,502436,2100400,20
901,6264546,502848,6286342,520660,2100560,1147
901,6275624,512212,6275654,512238,2109736,5
902,6291098,395524,6305144,409716,2109776,415
902,6296776,404702,6297042,404874,2113096,25
903,6301084,513568,6326222,531740,2113296,790
903,6324052,524786,6324078,524818,2119616,8
903,6324140,524762,6324170,524820,2119680,13
904,6306446,470608,6316058,479118,2119784,457
905,6286456,428354,6299296,437846,2123440,373
906,6307908,464284,6317072,473012,2126424,308
906,6315604,465410,6316346,466018,2128888,32
906,6314338,466350,6314986,466716,2129144,35
906,6313836,466478,6314236,466752,2129424,21
907,6276260,477488,6289556,486690,2129592,246
908,6276074,484046,6286656,491802,2131560,138
908,6272720,491026,6274860,492514,2132664,21
908,6271790,492246,6273294,493138,2132832,20
909,6309986,475912,6315474,480672,2132992,120
910,6255570,462950,6270892,475742,2133952,627
912,6326858,494444,6333212,501346,2138968,309
913,6314338,466514,6314926,466716,2141440,33
913,6300562,456694,6313828,470730,2141704,771
913,6304652,467708,6305226,468164,2147872,48
913,6304316,467710,6304642,468062,2148256,18
913,6313836,466478,6314236,466752,2148400,21
913,6316374,465396,6316566,465442,2148568,14
914,6264492,401642,6282168,424624,2148680,738
915,6298532,508080,6313616,517420,2154584,420
916,6295768,493138,6309078,500748,2157944,322
917,6273620,423754,6291840,438078,2160520,293
918,6254804,420588,6266194,442486,2162864,592
918,6262682,436710,6262712,436728,2167600,6
918,6263084,436866,6263104,436880,2167648,5
918,6263124,436770,6263138,436802,2167688,6
919,6262682,436710,6262712,436728,2167736,6
919,6263084,436866,6263104,436880,2167784,5
919,6258878,423678,6261040,425594,2167824,41
919,6261688,423576,6262542,424940,2168152,41
919,6261946,425890,6277754,443808,2168480,490
919,6263124,436770,6263138,436802,2172400,6
920,6304450,488034,6317764,501528,2172448,263
921,6318778,508416,6325898,518548,2174552,209
922,6291272,499402,6310788,511466,2176224,756
922,6308102,506918,6308258,507112,2182272,10
922,6307870,507298,6308108,507606,2182352,13
923,6290502,516776,6306502,533762,2182456,527
924,6487446,346264,6501268,368704,2186672,955
925,6388864,346152,6406608,366622,2194312,448
925,6403898,358658,6404140,358948,2197896,30
926,6419098,407546,6425280,417022,2198136,267
926,6419560,409632,6419630,409696,2200272,8
927,6434452,357144,6440872,365974,2200336,319
928,6365528,351886,6376748,358066,2202888,327
929,6310892,437974,6323584,445390,2205504,144
930,6292956,484872,6300644,489226,2206656,107
931,6308102,506918,6308258,507112,2207512,10
931,6307870,507298,6308108,507606,2207592,13
931,6308062,496566,6324246,514396,2207696,434
932,6321342,495324,6328630,502698,2211168,221
933,6302174,414716,6324710,428106,2212936,91
933,6317862,416490,6318244,416644,2213664,12
934,6292434,461400,6304274,473796,2213760,366
934,6304316,467710,6304642,468062,2216688,18
934,6304652,467708,6305226,468164,2216832,48
935,6296234,478428,6309748,486064,2217216,316
936,6299828,431274,6300314,432046,2219744,21
936,6301558,426564,6320590,450682,2219912,548
936,6300914,428922,6301212,429280,2224296,22
936,6301220,429062,6301446,429372,2224472,5
936,6300988,428990,6301296,429490,2224512,6
936,6301304,429108,6301590,429428,2224560,6
937,6320558,475206,6334854,485752,2224608,633
938,6330598,476244,6342810,493600,2229672,485
939,6264504,560896,6273344,570826,2233552,455
940,6279972,587774,6286170,599114,2237192,249
941,6275212,522062,6299532,544956,2239184,1040
942,6629668,614214,6640470,622826,2247504,488
942,6638174,619876,6638594,620342,2251408,29
942,6639252,618760,6639576,619172,2251640,19
942,6637856,618264,6638380,618554,2251792,22
943,6308874,605684,6318988,616494,2251968,219
944,6705588,657552,6706078,657852,2253720,7
944,6688408,646332,6715532,664244,2253776,229
944,6707090,648764,6707214,649022,2255608,15
945,6283562,490818,6294330,503482,2255728,538
947,6427742,375488,6432130,380986,2260032,126
948,6670062,633834,6670254,634300,2261040,5
948,6646912,644012,6654862,653348,2261080,294
948,6669724,634716,6669888,634966,2263432,5
949,6359550,392616,6369532,404814,2263472,625
950,6312074,477132,6324798,483280,2268472,404
951,6413788,345678,6429844,361440,2271704,346
952,6426690,369656,6434752,374492,2274472,305
952,6431876,373408,6432204,373992,2276912,41
953,6435928,332686,6445786,345400,2277240,356
953,6437746,346944,6438486,347766,2280088,8
953,6437748,346160,6438172,346740,2280152,5
954,6424622,392030,6432432,398500,2280192,138
954,6428796,397108,6429150,397424,2281296,11
955,6441358,311272,6450872,320102,2281384,296
956,6394360,291462,6412572,305622,2283752,31
957,6304568,478856,6314044,487326,2284000,201
958,6295518,472934,6307978,480696,2285608,342
959,6275624,512212,6275654,512238,2288344,5
959,6256824,511484,6278342,524060,2288384,1061
960,6306760,525180,6332730,550838,2296872,1217
961,6324196,512128,6342974,536372,2306608,1083
962,6296522,484778,6314148,493780,2315272,170
963,6413624,312634,6421808,324390,2316632,579
964,6265584,463298,6286308,479266,2321264,486
964,6283166,471140,6283628,471510,2325152,33
965,6265948,488694,6282834,503766,2325416,675
966,6430258,299358,6445132,310792,2330816,274
967,6275766,396342,6295082,409762,2333008,340
968,6480518,310650,6496912,319218,2335728,1053
969,6468648,316920,6480298,323424,2344152,196
970,6435988,317392,6449184,325802,2345720,294
971,6402630,314486,6409130,318594,2348072,139
972,6477886,280536,6489926,293910,2349184,350
972,6481114,287376,6482216,288578,2351984,87
972,6481576,287356,6481746,287594,2352680,18
973,6396106,302832,6405246,309930,2352824,129
974,6407918,294528,6419232,313190,2353856,364
974,6415300,313238,6415436,313454,2356768,10
975,6311054,427528,6322470,438694,2356848,239
976,6286598,455982,6301512,470896,2358760,769
977,6259414,446182,6290996,466802,2364912,1335
978,6287874,477826,6298556,485580,2375592,169
979,6280356,490918,6287236,497832,2376944,198
980,6246490,477684,6278392,495662,2378528,810
981,6285822,484126,6298186,491972,2385008,389
982,6456728,306478,6457304,306856,2388120,41
982,6457372,304556,6467780,311014,2388448,391
983,6294994,438516,6305190,445598,2391576,188
984,6523956,266376,6543474,283670,2393080,176
985,6261368,415818,6275594,427788,2394488,627
985,6261952,424442,6262186,424880,2399504,21
986,6453478,297298,6455280,297956,2399672,153
986,6455770,302860,6456942,304074,2400896,62
986,6439872,292506,6454474,303892,2401392,567
986,6452336,298290,6452918,299080,2405928,39
986,6449208,293882,6449586,294114,2406240,31
986,6452828,302842,6453012,303056,2406488,17
986,6450664,293620,6450844,293794,2406624,29
986,6449774,294358,6449870,294534,2406856,15
986,6448368,293312,6448482,293432,2406976,12
986,6453718,302556,6453996,302732,2407072,10
986,6453102,303612,6453654,303824,2407152,11
987,6274962,401642,6292554,418622,2407240,486
988,6501632,266578,6526370,297426,2411128,987
989,6405146,312014,6414546,322622,2419024,308
990,6484770,274678,6495334,290344,2421488,289
991,6487782,295618,6508128,307688,2423800,913
992,6377590,296004,6397014,312320,2431104,66
993,6537978,278010,6541768,281992,2431632,139
994,6427020,292320,6440862,306106,2432744,465
994,6428434,299336,6428560,299588,2436464,10
995,6941092,510661,6966972,549372,2436544,300
996,6996384,508908,7003606,515172,2438944,223
996,6981338,498778,6988744,502694,2440728,74
996,6986178,483916,7007042,507750,2441320,393
996,6994695,511867,6995994,513976,2444464,5
997,7018132,526020,7055470,556884,2444504,102
998,6323520,482056,6334260,495664,2445320,586
998,6325982,492388,6326376,493594,2450008,20
999,6936472,487224,6978120,517290,2450168,178
1000,6313364,482852,6326616,490484,2451592,308
1001,6246032,490378,6272858,503878,2454056,1099
1002,6292992,491324,6300414,501564,2462848,138
1003,6309516,424482,6319596,429822,2463952,153
1004,6325982,492388,6326376,493594,2465176,20
1004,6314882,488866,6326778,498254,2465336,332
1005,6253686,500742,6268834,513704,2467992,1064
1005,6263498,505362,6264268,505936,2476504,50
1006,6281330,432704,6297092,445704,2476904,169
1007,6394078,412552,6394418,412862,2478256,13
1007,6386448,405198,6401646,415078,2478360,266
1008,6509138,344140,6516472,350874,2480488,107
1009,6399814,415300,6399920,415440,2481344,15
1009,6397626,414308,6409664,423654,2481464,261
1009,6398028,416586,6398248,416766,2483552,23
1009,6398010,416426,6398076,416482,2483736,8
1010,6390012,412330,6399500,422186,2483800,107
1010,6394078,412552,6394418,412862,2484656,13
1011,6427084,379682,6431598,386802,2484760,60
1012,6415492,391004,6420172,396416,2485240,107
1013,6935456,426836,6971594,488346,2486096,629
1014,6497690,351542,6507036,366796,2491128,283
1015,6404682,379726,6404814,379826,2493392,5
1015,6402464,379230,6410712,385650,2493432,293
1016,7040332,468958,7053450,479716,2495776,668
1016,7020966,467464,7039756,482420,2501120,306
1017,7010134,424322,7016818,429052,2503568,35
1017,7016136,423772,7053616,461124,2503848,416
1017,7037520,426890,7043344,432692,2507176,112
1018,6516470,314096,6525016,319826,2508072,658
1019,7087342,500922,7146798,547006,2513336,122
1020,6997176,621506,7021042,638254,2514312,62
1022,7028688,580158,7062426,616376,2514808,149
1023,6994176,619674,6997052,624018,2516000,7
1023,6978166,612066,6994100,641768,2516056,97
1024,6954698,610160,6977666,633450,2516832,43
1025,6262696,446190,6262864,446294,2517176,10
1025,6262886,442370,6289014,457184,2517256,798
1026,6314464,466350,6314986,466608,2523640,31
1026,6315346,459870,6335702,471750,2523888,568
1026,6316374,465396,6316566,465442,2528432,14
1027,6275704,477530,6279738,480282,2528544,23
1027,6283166,471140,6283628,471510,2528728,33
1027,6279992,462482,6296034,479866,2528992,367
1028,6319656,499830,6337590,509414,2531928,460
1029,6293004,444384,6313848,457482,2535608,665
1030,6268216,435888,6286050,447678,2540928,414
1031,6569530,567000,6581396,575012,2544240,186
1031,6577956,567846,6578114,568148,2545728,8
1031,6579354,567662,6579442,567760,2545792,6
1031,6579808,576192,6580328,577040,2545840,21
1032,6560428,593574,6560524,593724,2546008,11
1032,6549638,588120,6565092,602004,2546096,259
1032,6560222,593568,6560344,593652,2548168,9
1033,6527900,610100,6537188,618328,2548240,101
1034,6531776,574536,6542604,588118,2549048,180
1035,6562522,622338,6575380,633442,2550488,475
1035,6573934,624790,6574174,624976,2554288,10
1035,6567370,626418,6567528,626580,2554368,9
1035,6574216,624680,6574396,624822,2554440,9
1035,6570648,626616,6571226,627122,2554512,10
1036,6572336,601480,6572676,601628,2554592,10
1036,6572116,591240,6587204,600944,2554672,294
1036,6575164,596362,6575290,596518,2557024,6
1036,6573138,600250,6573560,600546,2557072,10
1036,6574180,603500,6574372,603780,2557152,7
1037,6475912,344938,6496376,358316,2557208,496
1037,6491194,349070,6491390,349332,2561176,31
1038,6505084,573276,6521324,596958,2561424,370
1039,6438878,377522,6443056,384868,2564384,417
1039,6441996,379294,6442296,380098,2567720,47
1039,6442542,378384,6443084,378656,2568096,49
1039,6441630,384576,6441962,384750,2568488,18
1039,6439358,377404,6439528,377590,2568632,16
1040,6554606,631172,6554792,631286,2568760,12
1040,6556140,628058,6559194,632786,2568856,66
1040,6549518,627344,6554598,633342,2569384,216
1041,6492734,316642,6503766,333446,2571112,526
1042,6409398,384974,6409924,385568,2575320,26
1042,6412742,387586,6418792,393154,2575528,137
1043,6443158,330192,6452368,334602,2576624,129
1044,6431744,361438,6437414,367606,2577656,445
1044,6432746,367136,6433122,367406,2581216,8
1045,6533960,351008,6544116,360382,2581280,276
1046,6474320,329036,6493416,346540,2583488,478
1047,6990000,651294,7008804,682134,2587312,274
1048,6982918,650476,7002350,666374,2589504,549
1049,6378056,364448,6385312,372488,2593896,217
1050,7099872,514422,7157156,568608,2595632,471
1051,6404738,376352,6417342,388256,2599400,186
1052,6919064,628540,6931978,642828,2600888,128
1053,6904244,585226,6921632,618882,2601912,711
1054,7058240,676432,7082058,701298,2607600,42
1055,6985468,610266,6996022,622526,2607936,19
1055,6991510,631018,7002842,640814,2608088,78
1056,6900890,545544,6953914,580658,2608712,600
1057,6925670,613416,6940478,626840,2613512,615
1058,6925012,589964,6938522,614548,2618432,438
1059,6537024,565894,6543006,572330,2621936,74
1060,6575164,596362,6575290,596518,2622528,6
1060,6583856,590900,6596050,604190,2622576,139
1060,6592886,592768,6593376,593428,2623688,6
1061,6548178,543528,6569788,569386,2623736,245
1062,6571992,603310,6586510,613228,2625696,234
1062,6575444,604430,6576130,604832,2627568,27
1062,6578792,611528,6579144,611846,2627784,9
1063,6543858,601110,6557066,617164,2627856,210
1063,6546326,615032,6546718,615658,2629536,12
1064,6564644,579692,6564826,580098,2629632,8
1064,6564742,579332,6564972,579628,2629696,6
1064,6562546,577556,6578386,587890,2629744,280
1064,6565426,581426,6565512,581528,2631984,5
1064,6562930,582798,6563206,582938,2632024,10
1064,6563198,582224,6563456,582494,2632104,12
1065,6525526,598684,6535748,608664,2632200,77
1066,6515516,611246,6523072,619332,2632816,267
1067,6367334,344310,6368088,344990,2634952,62
1067,6367704,342770,6376916,353032,2635448,963
1067,6368462,347190,6369476,348172,2643152,68
1067,6374828,346532,6375626,346884,2643696,91
1067,6374848,346974,6375004,347206,2644424,17
1067,6373140,349036,6373338,349320,2644560,6
1067,6374140,348018,6374286,348158,2644608,23
1067,6373040,352254,6373654,352932,2644792,7
1068,6540842,595518,6550556,613608,2644848,187
1069,6447542,334688,6448594,335414,2646344,13
1069,6445696,332294,6459286,341008,2646448,688
1069,6447794,335738,6448116,336058,2651952,15
1069,6449196,335614,6449370,335768,2652072,5
1070,6586510,596200,6597268,604410,2652112,107
1071,6386820,399130,6396968,403404,2652968,145
1072,6438316,348062,6446998,356824,2654128,390
1072,6445548,353062,6446036,353802,2657248,8
1073,6497266,344668,6503938,353140,2657312,1072
1074,6430036,394082,6437562,400790,2665888,144
1075,6442258,375518,6442388,376054,2667040,36
1075,6442456,375574,6442620,375872,2667328,28
1075,6441760,376016,6441924,376260,2667552,9
1075,6442686,375798,6442886,376130,2667624,24
1075,6441996,379294,6442296,380098,2667816,47
1075,6441852,375698,6442286,376140,2668192,49
