id,minN,minE,maxN,maxE,byteOffset,vertexCount
1,6360170,332590,6368694,338956,0,242
2,6325658,362816,6339054,373412,1936,508
3,6608670,571164,6619132,579384,6000,76
4,6347700,356474,6357820,365144,6608,495
5,6592654,550416,6602890,560370,10568,759
6,6329474,367560,6342532,385056,16640,971
7,6595596,593494,6607188,603228,24408,67
8,6344270,343700,6352104,350192,24944,347
9,6604346,597996,6612158,605114,27720,94
10,6551490,649200,6551942,649408,28472,7
10,6549202,638608,6557898,649146,28528,171
10,6554640,639470,6556172,640510,29896,10
11,6572286,632766,6581688,642522,29976,68
12,6586182,676052,6600372,690592,30520,189
13,6590764,681260,6608144,701076,32032,227
14,6557906,651486,6567754,656762,33848,111
15,6549396,676770,6568804,695796,34736,248
15,6564890,678140,6565028,678252,36720,8
16,6599232,679422,6615578,694164,36784,260
16,6614626,685672,6614834,685888,38864,23
17,6328954,341078,6335228,351276,39048,130
18,6303778,364782,6305306,369434,40088,24
18,6295296,358550,6304070,368390,40280,472
19,6512682,660448,6550586,679942,44056,220
20,6362812,335488,6373380,344946,45816,339
21,6354122,327492,6360668,342788,48528,335
21,6357222,339716,6357548,340034,51208,10
22,6364054,322682,6384880,340934,51288,481
22,6380436,336116,6380878,336316,55136,13
22,6378040,331894,6378342,332144,55240,6
22,6380856,335916,6381022,336180,55288,7
22,6379636,332190,6379870,332342,55344,14
22,6382808,337832,6383042,337932,55456,6
23,6303322,343416,6310998,352054,55504,76
23,6309866,344898,6310776,345876,56112,13
24,6338284,361532,6349662,371568,56216,548
25,6284800,371696,6306924,389252,60600,940
25,6293862,367000,6294084,367328,68120,23
26,6551170,639126,6551950,640202,68304,8
26,6554640,639470,6556172,640510,68368,10
26,6555956,640970,6557060,641472,68448,28
26,6547018,646140,6558108,654364,68672,169
26,6551490,649200,6551942,649408,70024,7
26,6554614,638472,6556370,639550,70080,12
26,6552204,638798,6553574,640204,70176,15
27,6399224,456194,6410148,462752,70296,724
28,6567618,633728,6576390,647922,76088,98
29,6350100,451162,6350532,451508,76872,43
29,6351278,445212,6360436,458518,77216,904
30,6631800,715472,6643562,745278,84448,130
31,6598552,651816,6609224,660388,85488,55
32,6335656,463446,6335920,463580,85928,14
32,6325592,451716,6344098,463672,86040,424
32,6335530,459762,6335892,460048,89432,8
34,6323584,383596,6335726,389971,89496,712
34,6333304,385002,6333754,385332,95192,11
35,6543598,666770,6561318,682332,95280,156
36,6570936,687478,6599158,719494,96528,313
37,6349958,420210,6360792,430322,99032,692
38,6319802,398668,6320039,398762,104568,15
38,6307966,387466,6319582,401272,104688,626
38,6316152,389506,6317328,391026,109696,31
39,6648038,716350,6648308,716532,109944,13
39,6644900,705858,6671840,725998,110048,287
39,6647876,715870,6648198,716160,112344,13
39,6648022,715342,6648242,715716,112448,17
40,6268690,372612,6281822,380364,112584,472
41,6340500,486380,6357366,496408,116360,597
42,6540414,632512,6558488,642526,121136,231
43,6295230,349052,6307328,358770,122984,510
44,6617424,663690,6626914,671340,127064,198
45,6338312,444366,6354508,457350,128648,1108
45,6350016,451162,6350532,451562,137512,51
45,6345356,451984,6345938,452426,137920,65
45,6348330,451896,6348864,452196,138440,49
45,6346490,451816,6346736,452036,138832,22
46,6312708,367584,6330032,384226,139008,963
47,6416910,488742,6423504,500752,146712,589
48,6769388,500792,6829162,535312,151424,28
49,6677572,452582,6715226,479806,151648,75
50,6648774,506996,6683382,533242,152248,443
51,6745108,443092,6779178,502244,155792,589
51,6818672,445744,6832432,467838,160504,13
52,6671372,399698,6748506,446468,160608,229
53,6635244,512750,6651562,529766,162440,262
55,6736920,374232,6788468,424748,164536,31
56,6711764,465238,6752472,535868,164784,1151
56,6735846,513910,6739220,517162,173992,92
56,6740434,519104,6744182,522874,174728,117
56,6750638,493956,6756450,498704,175664,121
57,6588116,686955,6590990,695781,176632,44
58,6598366,667770,6608526,679260,176984,254
59,6605590,677280,6613260,684134,179016,194
60,6518508,672716,6547758,696690,180568,16
62,6232524,420076,6243686,432482,180696,382
64,6192152,438354,6197096,449252,183752,487
65,7244698,782864,7296614,842692,187648,115
66,6230034,442604,6237378,450538,188568,375
67,7289918,884280,7344146,921088,191568,160
67,7355498,904222,7356050,904822,192848,10
68,6169534,435690,6176250,442212,192928,338
69,7244698,790856,7323642,862936,195632,396
70,6201902,427540,6211282,434258,198800,368
71,6182734,436202,6190766,445352,201744,417
72,7285406,855646,7362590,903134,205080,107
72,7329220,856460,7329448,856560,205936,11
73,6253188,364840,6257860,368818,206024,92
74,6172864,436712,6182586,446646,206760,640
74,6178956,443914,6180420,445656,211880,146
74,6177192,443580,6178580,444458,213048,36
76,6213176,414014,6222004,425492,213336,136
77,7433974,869474,7435070,870752,214424,7
77,7461668,848120,7463564,848652,214480,7
77,7415726,812512,7463488,870920,214536,42
77,7442210,820930,7443792,822466,214872,8
77,7418084,849542,7419832,850834,214936,5
78,6678702,444776,6728708,474594,214976,143
79,6841906,348760,6906906,400486,216120,72
80,6688642,550628,6719920,576786,216696,475
82,6690180,529428,6702158,539716,220496,411
83,6665582,556408,6679990,570022,223784,398
84,6651122,479118,6698148,513234,226968,235
85,6686982,559688,6688384,560374,228848,16
85,6677366,559140,6696676,573784,228976,409
85,6687042,560434,6687570,560850,232248,27
86,6721162,501722,6721804,502506,232464,33
86,6691710,489528,6722470,516584,232728,278
87,6137220,444930,6149256,454764,234952,118
89,6152074,451928,6152126,451992,235896,8
89,6149016,452160,6153932,455558,235960,202
90,7341004,876576,7367062,910686,237576,277
91,6147814,437560,6152268,442474,239792,147
92,7540812,701756,7671056,843234,240968,2767
93,6220582,369548,6227318,375428,263104,199
94,6152100,428142,6157242,434782,264696,353
95,6237422,360886,6245750,368816,267520,241
96,7480950,804450,7533688,842828,269448,252
96,7481054,816908,7482666,818502,271464,5
96,7488352,808804,7491156,810960,271504,6
97,6223262,366780,6231658,373540,271552,160
98,7487856,621344,7617210,822862,272832,1068
99,6170996,430248,6181716,438179,281376,605
100,6352594,327938,6356704,335442,286216,193
101,7319616,546666,7533384,781270,287760,1722
102,6244118,495724,6256282,508254,301536,483
103,6659702,563506,6683478,580976,305400,349
104,6293432,354126,6299262,360160,308192,142
104,6293594,355408,6293640,355484,309328,5
105,6682122,474560,6715226,494096,309368,124
106,7231110,775212,7261252,823466,310360,74
106,7244288,804934,7246420,808948,310952,8
107,6222194,496496,6247422,504438,311016,640
108,6342028,340376,6346088,346476,316136,271
108,6345396,342510,6345454,342594,318304,8
108,6344548,340890,6344606,340954,318368,10
108,6344956,341972,6345012,342030,318448,10
108,6345504,342760,6345576,342860,318528,9
108,6345568,342916,6345616,342970,318600,7
108,6345508,342924,6345548,342990,318656,8
108,6344714,340588,6344748,340620,318720,6
110,6305972,340358,6319764,348596,318768,154
110,6309866,344898,6310776,345876,320000,13
111,6738456,531576,6769030,551168,320104,44
112,6326352,337602,6330786,345414,320456,103
112,6326530,344774,6326644,344876,321280,14
113,6666640,571762,6694490,594522,321392,161
114,6278158,370886,6289114,383236,322680,344
116,6299756,357244,6307968,362000,325432,265
116,6303448,361664,6304106,362192,327552,39
117,6756874,504972,6772920,519038,327864,148
118,6296064,367270,6313098,380020,329048,902
120,6374174,303528,6384308,321696,336264,315
120,6373672,305070,6374312,305758,338784,7
121,6665374,560178,6669910,567478,338840,224
122,6343918,351398,6343994,351478,340632,7
122,6338540,347126,6338576,347180,340688,7
122,6337036,343262,6345858,354784,340744,332
122,6344952,351814,6345218,351878,343400,20
122,6344904,352150,6345084,352298,343560,14
122,6344818,351900,6344966,351960,343672,16
123,6709450,518228,6724216,533432,343800,340
124,7423636,879506,7449858,891745,346520,80
124,7430018,883296,7431604,884124,347160,6
124,7430790,886614,7433940,889094,347208,5
124,7350182,861362,7391768,899300,347248,377
124,7442722,879780,7445940,882994,350264,6
125,6213132,477006,6224368,486848,350312,225
126,6236234,518342,6256486,531740,352112,654
126,6246204,522760,6250232,525198,357344,131
129,6206848,544714,6229274,562150,358392,212
129,6200012,543274,6201878,544660,360088,14
130,6213062,536376,6222942,540680,360200,18
132,7365080,572718,7557862,816358,360344,1464
134,7321076,743000,7376532,797370,372056,21
135,6209428,538842,6221610,547052,372224,37
136,6247368,528890,6262260,541126,372520,623
138,6230816,535738,6255376,545378,377504,1179
140,6255114,370288,6262150,378266,386936,196
141,6673194,613340,6673404,613518,388504,10
141,6673088,613448,6673176,613650,388584,9
141,6666214,627504,6666486,627776,388656,9
141,6665140,612630,6687168,631544,388728,185
143,7231530,646466,7345290,740596,390208,1720
144,6300032,345930,6311198,355478,403968,367
145,6595002,599458,6604474,611226,406904,47
146,7277354,516794,7453292,681646,407280,66
147,6237666,479798,6249548,497116,407808,873
148,6319366,345172,6332960,354908,414792,493
149,6598146,528888,6621386,542822,418736,135
150,6294174,358444,6299394,364924,419816,234
151,6593866,582284,6605212,595452,421688,83
152,6255338,376150,6263732,391884,422352,789
152,6259680,389092,6260082,389642,428664,10
153,6332026,342684,6339972,355942,428744,283
153,6338540,347126,6338576,347180,431008,7
154,6603612,589188,6614828,599062,431064,107
155,6635090,548344,6652424,562330,431920,187
156,6655854,596154,6657422,597086,433416,12
156,6637706,596688,6656418,614680,433512,408
157,6352680,310116,6371220,323876,436776,147
157,6362810,321836,6363342,322940,437952,6
158,6650218,578192,6650758,578604,438000,34
158,6635482,561050,6661274,580082,438272,475
158,6659494,566110,6660132,566698,442072,37
159,6322068,357122,6332550,366150,442368,830
160,6337010,350454,6346756,357840,449008,506
160,6344904,352150,6345084,352298,453056,16
160,6344952,351814,6345218,351878,453184,20
160,6344818,351900,6344966,351960,453344,16
160,6343918,351398,6343994,351478,453472,7
161,7109264,669004,7141740,698264,453528,145
162,6221836,550788,6222988,552264,454688,14
162,6217098,542104,6242608,553860,454800,367
163,7086530,580124,7156342,649914,457736,34
164,6216712,531126,6217492,532028,458008,38
164,6221910,529352,6233312,538198,458312,303
165,7082098,715822,7115608,744510,460736,226
165,7103638,741477,7105047,742876,462544,5
166,6222154,478194,6235152,487904,462584,774
167,7137542,468354,7258110,630110,468776,213
168,6204860,473191,6217806,486700,470480,102
168,6205990,489482,6208328,491254,471296,17
168,6209200,491852,6209278,491938,471432,10
169,6221380,538512,6240332,550276,471512,555
169,6223194,540902,6225084,541882,475952,24
169,6226524,541302,6227408,541762,476144,24
169,6233968,544658,6234148,544896,476336,23
169,6233110,542482,6234846,543670,476520,9
169,6231410,540614,6232260,541322,476592,36
169,6228866,536644,6231158,539216,476880,151
171,7253224,476824,7336632,547118,478088,195
172,6236348,521428,6236614,522305,479648,20
172,6215506,516532,6230350,527362,479808,299
173,7076198,743050,7150840,785088,482200,157
174,6237816,463690,6257388,483956,483456,1198
175,7181150,532750,7286078,639160,493040,24
176,6226942,552050,6242508,575714,493232,973
177,6653362,619442,6654342,620442,501016,16
177,6633984,607420,6655070,619442,501144,187
178,7217146,497804,7358478,652962,502640,45
179,6217488,535798,6220504,536866,503000,8
179,6219424,527464,6220518,528970,503064,16
179,6220504,532560,6229278,540032,503192,64
181,6220862,488116,6227294,494532,503704,205
182,6627816,593708,6640502,602918,505344,427
183,6220348,438324,6225990,447722,508760,336
184,6216050,373464,6228710,382392,511448,592
185,6207208,445128,6214558,450066,516184,81
186,6222942,440904,6230984,451522,516832,543
187,6210916,455984,6222726,462854,521176,221
187,6220078,462392,6224378,464984,522944,41
188,6153950,452874,6156400,456710,523272,230
188,6155670,456796,6156610,457510,525112,64
188,6156184,456286,6157698,457682,525624,91
188,6156880,456098,6157410,456318,526352,7
188,6156844,455840,6157380,456148,526408,21
188,6156906,456248,6157410,456428,526576,5
189,6213978,460894,6222688,465824,526616,28
191,6204276,463558,6222208,473780,526840,140
192,6138000,436518,6145060,440274,527960,90
193,6856846,552624,6903470,596978,528680,217
194,6863274,589886,6894140,613754,530416,353
195,6829090,570912,6830368,572168,533240,22
195,6811566,555186,6835142,587746,533416,161
195,6826180,565272,6826816,566126,534704,73
195,6834534,576000,6834638,576312,535288,15
196,6763992,534806,6832478,566838,535408,590
197,6677288,439648,6717268,452876,540128,179
198,6767190,402728,6836696,465226,541560,583
199,6720376,501100,6731288,523288,546224,409
200,6725804,421260,6770254,462002,549496,67
201,6216304,423648,6224306,430590,550032,70
201,6222512,426720,6222664,426900,550592,4
201,6221654,422338,6222398,423510,550624,13
202,6143842,441392,6148606,445986,550728,175
203,6179919,434209,6185496,442014,552128,318
204,6225300,407730,6236368,418536,554672,392
205,6229360,366414,6234966,373932,557808,159
205,6231664,373138,6231824,373550,559080,20
206,6232252,429670,6243058,438870,559240,254
207,6221350,418850,6228416,426130,561272,187
208,6200282,413810,6208948,424832,562768,378
209,6772350,449486,6824292,475774,565792,160
210,6184484,430064,6192106,437586,567072,160
211,6702020,535668,6720278,562218,568352,363
212,6255646,354166,6261212,363434,571256,52
213,6766406,381706,6822380,421260,571672,402
214,6702478,527024,6703544,529044,574888,53
214,6700156,529158,6715064,538740,575312,305
214,6707976,529574,6708044,529636,577752,8
215,6644238,518680,6677368,544460,577816,383
217,6804352,351352,6869730,428562,580880,180
218,6651436,452566,6681308,484582,582320,400
219,6724484,531200,6759254,575506,585520,173
220,6746602,549956,6763798,568006,586904,15
221,6225366,445110,6239778,459480,587024,448
222,6240266,367320,6250174,379904,590608,396
222,6241538,370520,6241920,371174,593776,7
223,6147388,441440,6151366,444506,593832,161
224,6148120,443844,6152726,447570,595120,112
225,6203222,448982,6210058,454572,596016,84
226,6222748,430564,6228148,439098,596688,258
227,6207898,461408,6214086,469434,598752,93
228,6220906,379720,6231052,387360,599496,674
229,6719220,537120,6733026,570652,604888,199
230,6225454,436122,6233396,442616,606480,345
232,6247636,357534,6254528,369274,609240,173
233,6690302,538596,6719920,562218,610624,343
233,6693387,543767,6694294,544876,613368,20
234,6712218,520510,6739506,542524,613528,324
235,6727310,453358,6757804,487840,616120,101
236,6676898,511542,6694476,535652,616928,355
237,6726040,468872,6746572,497238,619768,129
238,6741908,493006,6786976,541146,620800,1051
239,6768360,462952,6829154,504964,629208,941
241,6235650,442298,6256892,457588,636736,1670
242,7297744,762464,7338206,824274,650096,381
243,6143376,435764,6148596,442268,653144,249
244,7418084,849542,7419832,850834,655136,5
244,7387550,862688,7390064,864054,655176,6
244,7354492,807544,7431820,870292,655224,232
245,6155536,452890,6163460,459224,657080,323
245,6156844,455840,6157380,456148,659664,21
245,6156880,456098,6157410,456318,659832,7
245,6156906,456248,6157410,456428,659888,5
246,6243834,359298,6249826,369896,659928,136
248,6210574,439978,6221290,446684,661016,214
249,6208102,395814,6218622,408068,662728,383
250,7278400,733032,7331930,792042,665792,81
251,6165190,433800,6172662,441620,666440,363
252,7297922,830662,7366916,871696,669344,109
252,7329220,856460,7329448,856560,670216,11
253,6206092,452454,6214134,457790,670304,160
254,6212936,445356,6225702,453748,671584,379
255,7442210,820930,7443792,822466,674616,8
255,7440584,794650,7505334,850552,674680,69
255,7481054,816908,7482666,818502,675232,5
255,7461668,848120,7463564,848652,675272,7
255,7488352,808804,7491156,810960,675328,6
256,7294068,781270,7385318,863758,675376,81
257,6220902,409302,6230756,420508,676024,344
265,6224028,392318,6237280,404880,678776,277
266,6208370,424196,6216304,432256,680992,86
267,6218422,463484,6232842,474282,681680,505
268,6205528,456516,6211040,459108,685720,63
269,6206456,448420,6215926,454148,686224,186
270,6235886,412496,6244946,424324,687712,550
271,6215628,437318,6223922,442242,692112,102
272,6226104,429332,6234880,437166,692928,298
273,6206942,411768,6216328,425878,695312,199
274,6233150,370268,6241162,382130,696904,606
274,6240890,377068,6240988,377242,701752,19
274,6240270,376960,6240656,377092,701904,33
275,6213014,407778,6222692,419286,702168,162
276,6179308,441433,6186558,451456,703464,574
276,6180208,448500,6180350,448692,708056,28
276,6177446,443474,6177772,443822,708280,14
277,6138660,441508,6139232,442200,708392,15
277,6136380,442604,6144542,454764,708512,66
278,6196318,437112,6200684,444080,709040,426
279,6253668,439716,6265752,456962,712448,975
280,6194064,421756,6202174,430086,720248,361
281,6195114,441854,6203958,450954,723136,336
282,6226984,374756,6231446,379678,725824,393
283,6151678,437010,6159070,441844,728968,260
284,6435154,399448,6441642,409536,731048,312
285,6466116,456012,6474368,467092,733544,177
285,6473720,458472,6473858,458632,734960,12
286,6477126,377062,6481606,382448,735056,129
286,6479332,377156,6479386,377232,736088,5
286,6477512,382326,6477908,382592,736128,18
287,6507662,440376,6514062,444978,736272,31
287,6511050,441086,6512346,442046,736520,65
288,6497502,444382,6498072,444868,737040,43
288,6496672,443976,6506350,456484,737384,445
288,6502838,446732,6503310,447232,740944,13
288,6503714,446956,6503826,447022,741048,7
288,6503528,446816,6503612,446900,741104,5
288,6503932,445576,6504738,446506,741144,23
289,6441624,366322,6448182,372484,741328,299
290,6458478,386538,6463812,391172,743720,206
291,6492474,409358,6498832,416152,745368,365
292,6480152,437324,6481006,437878,748288,19
292,6478044,432972,6486648,438212,748440,291
293,6459054,444558,6459280,444770,750768,28
293,6459338,444516,6459688,444800,750992,30
293,6451476,437668,6460326,450162,751232,533
293,6453058,439432,6453174,439718,755496,8
294,6432666,363714,6440872,372254,755560,413
295,6411392,411638,6418048,419406,758864,230
295,6413728,413278,6414066,413514,760704,18
296,6280182,556250,6287612,565856,760848,352
296,6281306,562488,6281734,562822,763664,12
296,6288176,562128,6290792,566408,763760,101
297,6268192,594162,6275486,604706,764568,137
297,6271480,595936,6273378,599316,765664,6
297,6274048,603344,6274336,603828,765712,16
298,6294978,597056,6296174,597698,765840,8
298,6294652,594880,6305740,604234,765904,310
299,6381112,368582,6394362,381006,768384,315
300,6289006,570520,6310470,594854,770904,452
301,6374224,358036,6383130,365810,774520,455
302,6281112,598476,6290280,608638,778160,159
303,6418948,333492,6428052,341012,779432,261
303,6426604,337644,6426904,337882,781520,18
304,6335190,378206,6353652,390970,781664,764
304,6347970,387178,6348192,387438,787776,16
305,6503488,350356,6509422,359276,787904,296
306,6506778,328662,6521202,339228,790272,737
306,6517468,332242,6518892,333558,796168,49
307,6431432,378562,6435446,383954,796560,66
308,6350294,344654,6361206,353112,797088,442
309,6411122,408740,6412120,409522,800624,18
309,6412858,411436,6413442,412367,800768,28
309,6399500,407322,6412334,416404,800992,427
309,6399814,415300,6399920,415440,804408,15
310,6499126,319910,6511614,338096,804528,645
311,6386622,525062,6403528,541116,809688,1225
312,6264456,583558,6269914,594306,819488,72
313,6321824,611034,6334986,620750,820064,128
314,6381370,536042,6392642,548856,821088,766
314,6390232,542576,6390398,542712,827216,15
314,6391190,542288,6391234,542380,827336,11
315,6344320,585370,6351738,592034,827424,341
316,6271488,542560,6280918,557626,830152,330
317,6410410,560324,6426822,575800,832792,477
319,6275440,597846,6282624,605612,836608,113
320,6340086,542168,6362728,574314,837512,842
321,6260108,583558,6267470,593946,844248,76
322,6314574,577864,6337268,606738,844856,369
323,6360378,545492,6360550,545722,847808,24
323,6357138,536984,6376364,561090,848000,1495
324,6270828,554110,6283486,568700,859960,609
324,6281306,562488,6281734,562822,864832,12
325,6337268,578794,6387442,621226,864928,594
326,6278424,543072,6307446,563814,869680,949
327,6306460,608768,6314728,616424,877272,198
328,6370776,534506,6384292,550336,878856,865
329,6287072,599692,6293082,608154,885776,178
330,6314028,562412,6330752,577368,887200,652
331,6259756,520774,6278300,532830,892416,727
332,6399854,593166,6433136,612556,898232,171
333,6402936,579732,6430098,599832,899600,215
334,6393620,556114,6415398,570502,901320,365
335,6271414,562384,6289536,582656,904240,625
336,6300018,601098,6312290,609968,909240,208
337,6328086,615104,6336874,622478,910904,117
338,6308390,544266,6327686,561510,911840,1302
338,6325290,551398,6325812,551872,922256,18
338,6325328,551916,6325522,552234,922400,13
339,6288702,554266,6305114,569140,922504,627
340,6351262,559088,6371840,579944,927520,287
341,6373538,372514,6383410,381926,929816,164
342,6363642,379196,6372118,386820,931128,436
343,6434254,376790,6439047,381782,934616,62
344,6368538,370410,6377740,382374,935112,249
345,6422716,372840,6430110,380184,937104,238
345,6426952,375698,6427230,375852,939008,9
345,6423384,376256,6423558,376360,939080,9
346,6417904,387764,6426944,397852,939152,238
346,6419740,387880,6419930,388068,941056,13
347,6282770,571308,6290646,589498,941160,228
348,6254324,583582,6262710,592958,942984,47
349,6263506,545578,6274170,562694,943360,506
350,6275680,578344,6286348,587818,947408,144
352,6290124,593014,6297988,602462,948560,331
352,6294978,597056,6296174,597698,951208,8
353,6314866,549242,6347320,572586,951272,2002
353,6316040,562336,6317036,563038,967288,21
354,6331562,614140,6344858,626042,967456,124
355,6293170,531630,6309698,548666,968448,186
356,6454306,546716,6466274,557618,969936,294
357,6502870,502002,6525064,520034,972288,297
358,6476656,550244,6483508,557060,974664,357
359,6549556,312640,6570844,328100,977520,545
360,6450774,519820,6467200,528524,981880,317
360,6457804,525098,6459088,526372,984416,63
361,6411040,322376,6421778,329540,984920,308
362,6487788,575968,6494596,580666,987384,310
363,6415818,366768,6426016,373634,989864,269
364,6423256,417612,6424452,419528,992016,28
364,6426952,412298,6435750,421714,992240,611
365,6433274,394242,6433402,394334,997128,10
365,6428796,397108,6429150,397424,997208,11
365,6427294,390166,6431954,395330,997296,53
366,6457310,350294,6466238,358106,997720,555
367,6370534,405628,6384684,415714,1002160,421
367,6382822,410866,6383044,411226,1005528,22
367,6381296,407842,6381562,408056,1005704,6
368,6419176,401326,6425216,407716,1005752,180
369,6338552,373726,6354436,382230,1007192,575
370,6378812,395404,6388522,404628,1011792,238
370,6386615,401022,6386868,401155,1013696,7
371,6483736,515298,6485482,516690,1013752,27
371,6479510,508848,6485906,516308,1013968,150
373,6479800,520852,6486932,525718,1015168,127
373,6485674,521362,6486454,521624,1016184,5
374,6371714,699528,6372122,700036,1016224,6
374,6373288,699752,6377980,705594,1016272,123
374,6374838,702798,6375198,703162,1017256,7
374,6378366,700640,6379060,701318,1017312,6
374,6377060,696776,6377694,697310,1017360,7
375,6475212,497776,6481004,503570,1017416,86
376,6358874,718330,6368954,726650,1018104,33
376,6359928,722796,6360404,723322,1018368,7
377,6482950,506800,6492376,514522,1018424,204
377,6487920,507486,6488616,508000,1020056,10
378,6374146,717542,6380612,727222,1020136,64
378,6374436,716926,6375092,717754,1020648,8
378,6373488,720956,6374010,721366,1020712,5
378,6375072,723814,6375252,723990,1020752,5
379,6359238,700232,6360240,700586,1020792,14
379,6341556,700264,6347814,707492,1020904,71
379,6358476,701282,6359028,701598,1021472,8
380,6440828,496212,6460644,506740,1021536,561
381,6357368,715714,6366472,722930,1026024,64
381,6358678,720568,6359270,721092,1026536,5
381,6359738,721406,6360128,721852,1026576,5
381,6355818,724964,6356876,726590,1026616,28
381,6353514,725028,6355244,727018,1026840,12
381,6357564,717640,6357854,718026,1026936,10
381,6359928,722796,6360404,723322,1027016,7
382,6472228,569624,6487358,580058,1027072,530
383,6365622,714610,6373890,721266,1031312,44
384,6492072,574076,6502754,582484,1031664,118
385,6381852,700518,6385480,704768,1032608,24
385,6380932,703254,6381616,703726,1032800,6
386,6459460,590474,6470508,601688,1032848,155
387,6418368,394568,6425180,401352,1034088,106
388,6359264,401502,6373978,414358,1034936,601
389,6423194,567176,6436816,581562,1039744,134
390,6485854,520952,6486412,521404,1040816,20
390,6486422,520172,6487698,520982,1040976,34
390,6486244,515498,6497572,522704,1041248,143
390,6486370,516570,6486778,516812,1042392,7
390,6485950,517822,6486288,518078,1042448,9
391,6276400,538946,6289392,549984,1042520,623
392,6418654,379340,6427856,389024,1047504,181
392,6425146,386214,6426382,387326,1048952,48
392,6425034,385750,6425364,386180,1049336,13
392,6419740,387880,6419930,388068,1049440,13
393,6550220,360702,6563130,369972,1049544,268
394,6348980,367904,6360068,377354,1051688,444
395,6435472,393892,6440370,400554,1055240,69
396,6397254,403638,6404752,411708,1055792,171
397,6438608,355252,6447334,365078,1057160,356
397,6439942,363578,6440254,363856,1060008,8
398,6378242,388466,6393652,400254,1060072,280
399,6228390,585802,6237494,592836,1062312,73
400,6304738,571662,6322400,599938,1062896,516
401,6430498,500230,6446462,511262,1067024,181
402,6287798,566892,6303666,587252,1068472,405
403,6454164,554698,6470838,569834,1071712,274
404,6381784,586794,6399752,613070,1073904,241
405,6476702,520810,6480740,524664,1075832,151
405,6477660,522032,6478324,522368,1077040,8
405,6476090,521694,6476356,522306,1077104,7
406,6468234,498198,6473932,504532,1077160,190
407,6423116,577840,6441040,600364,1078680,277
408,6397302,592272,6408460,603940,1080896,213
409,6463770,545120,6474740,556368,1082600,378
410,6260972,565812,6268388,578882,1085624,340
410,6264676,567280,6264840,567428,1088344,20
411,6470826,547960,6477818,553820,1088504,279
412,6255236,526666,6280260,547694,1090736,1049
413,6483430,506012,6488898,509392,1099128,174
414,6429844,347128,6441654,361496,1100520,236
415,6382388,377824,6393746,387706,1102408,479
416,6338836,527592,6358480,544044,1106240,785
416,6356586,537490,6356772,537802,1112520,13
416,6339562,533268,6340080,533426,1112624,30
416,6339506,532700,6339908,533048,1112864,18
417,6411754,501220,6430100,519226,1113008,517
417,6415038,505818,6416250,506490,1117144,40
419,6426952,375698,6427230,375852,1117464,9
419,6433094,376752,6433208,376906,1117536,9
419,6421128,369184,6429154,376440,1117608,254
420,6373190,412822,6386002,421534,1119640,406
421,6375818,401100,6382756,406060,1122888,181
422,6407946,414732,6414696,425022,1124336,319
423,6401768,331938,6410686,345104,1126888,260
423,6407250,341152,6407458,341404,1128968,20
423,6405030,342360,6407114,343698,1129128,12
424,6509478,317280,6521574,324700,1129224,511
425,6427976,354564,6435840,364252,1133312,463
426,6267538,583740,6275894,594874,1137016,78
427,6234476,585020,6241358,591620,1137640,77
427,6232632,590512,6233536,591820,1138256,7
427,6232048,590394,6232814,591318,1138312,6
428,6362748,544182,6383250,572486,1138360,680
429,6432680,568552,6445268,592572,1143800,188
430,6400578,580014,6413822,595438,1145304,197
431,6357002,537452,6357122,537532,1146880,6
431,6342810,538558,6357460,551020,1146928,513
432,6363894,559498,6388296,587464,1151032,449
433,6540438,341288,6564514,355172,1154624,446
434,6256300,553220,6256466,553462,1158192,9
434,6239822,546244,6264254,564812,1158264,1048
435,6431876,373408,6432204,373992,1166648,41
435,6432112,373434,6435168,377778,1166976,141
436,6272322,585576,6281046,598222,1168104,196
436,6276140,596360,6276530,596580,1169672,26
437,6442204,344778,6453206,352768,1169880,219
438,6391190,542288,6391234,542380,1171632,11
438,6390474,542186,6391128,542578,1171720,29
438,6390930,532246,6413314,551318,1171952,944
439,6412692,415228,6422800,428414,1179504,256
440,6421244,409664,6430878,417916,1181552,258
440,6424078,414230,6424324,414430,1183616,12
440,6431370,418680,6431576,419356,1183712,16
441,6423196,401490,6428006,407896,1183840,190
442,6433636,389976,6444530,394980,1185360,338
443,6427822,372562,6434696,379778,1188064,157
445,6552040,324374,6571838,338090,1189320,604
446,6481044,316102,6495182,329764,1194152,829
446,6489010,323578,6490020,324378,1200784,19
446,6488206,323062,6489316,324000,1200936,22
447,6191606,378826,6195178,383154,1201112,143
448,6356562,355776,6367614,365886,1202256,386
449,6205488,402086,6216932,411900,1205344,212
449,6207578,402402,6207692,402476,1207040,5
450,6392500,379312,6403770,392910,1207080,533
450,6399884,390064,6400344,390752,1211344,17
450,6393504,389638,6393732,389704,1211480,13
450,6393532,389374,6393712,389506,1211584,17
451,6176048,382400,6178696,385938,1211720,41
452,6525150,342212,6543444,353768,1212048,682
453,6164352,386420,6164492,386484,1217504,8
453,6164320,385712,6168442,390450,1217568,170
453,6165164,386000,6166560,386708,1218928,30
454,6214310,363270,6214718,364598,1219168,48
454,6214798,363088,6216506,365160,1219552,21
454,6212588,365316,6217536,370310,1219720,89
454,6214982,363196,6215040,363322,1220432,7
454,6215680,362842,6215954,363380,1220488,5
454,6213074,363100,6213978,365258,1220528,16
455,6409074,401874,6419006,412038,1220656,381
